Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	PhysicalDamageBase	PhysicalMagicBase	PoisonDamageBase	PoisonMagicBase	ColdDamageBase	ColdMagicBase	FireDamageBase	FireMagicBase	LightingDamageBase	LightingMagicBase	AuraSkillId	AuraSkillLevel	PasstSkillId	PasstSkillLevel	IsRevive	AIParam10
ẹÊễẻấỉẻÀ	0	5	0				159				enemy050	0	0	0	0	0	36	40	24	10	10	10	1208	0|20	1208	0|20	1208	0|20	1208	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	9600000	0|0	100	0	0	3300	100	0	0	1200	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1500	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|95	0|90	0|90	95	95	95	95	95		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60		
´ẩºẵấỉẻÀ	0	5	0				159				enemy050	0	0	0	0	0	36	40	24	10	10	10	1	0|62	1	0|62	1	0|62	1	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	9600000	0|0	100	0	0	3300	100	0	0	1200	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1500	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|90	0|90	95	95	95	95	95		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|20	297	0|60		
ằðầẵấỉẻÀ	0	5	0				159				enemy050	0	0	0	0	0	36	40	24	10	10	10	1212	0|20	1212	0|20	1212	0|20	1212	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	9600000	0|0	100	0	0	3300	100	0	0	1200	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1500	1	50	25	25	25	25	30	50	0	0	0|90	0|90	0|90	0|90	0|90	95	95	95	95	95		100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60		
ầàÍưẫủÄắ	0	5	0								boss099	0	0	0	0	0	14	14					1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	12000000	0|1000	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	10	0	25	25	25	25	0	0	0	0	0|243	0|243	0|243	0|243	0|243	85	85	85	85	85		170		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60		
°ìềứẫủÄắ	0	5	0								boss099	0	0	0	0	0	14	14					1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	72000000	0|1000	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	10	0	25	25	25	25	0	0	0	0	0|243	0|243	0|243	0|243	0|243	85	85	85	85	85		170		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60		
ằặẵðẫủÄắ	0	5	0								boss099	0	0	0	0	0	14	14					1	0|0	1	0|0	1	0|0	1	0|0		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	384000000	0|1000	0	0	0	0	100	0	0	500	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	10	0	25	25	25	25	0	0	0	0	0|243	0|243	0|243	0|243	0|243	85	85	85	85	85		170		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60		
Áộàỷ	0	5	0	0			114				enemy236	0	0	0	0	0							1213	0|20	1213	0|20	1213	0|20	1213	0|20		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	200000	0|200	100	0	0	3300	100	0	0	1200	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1500	1	50	25	25	25	25	30	50	0	0	0|75	0|90	0|80	0|90	0|85	75	75	75	75	75	2160	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60		
ốẫàỷ	0	5	0	0			114				enemy234	0	0	0	0	0							1214	0|20	1214	0|20	1214	0|20	1214	0|20		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	200000	0|200	100	0	0	3300	100	0	0	1200	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1500	1	50	25	25	25	25	30	50	0	0	0|75	0|90	0|80	0|90	0|85	75	75	75	75	75	2160	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60		
Ãễàỷ	0	5	0	0			114				enemy238	0	0	0	0	0							1215	0|20	1215	0|20	1215	0|20	1215	0|20		\script\npclevelscript\qianbaoku.lua	100	0	0	0	100	0	0	200000	0|200	100	0	0	3300	100	0	0	1200	100	0	0	0	100	0	0	0	6	6	12	12	800	100	1500	1	50	25	25	25	25	30	50	0	0	0|75	0|90	0|80	0|90	0|85	75	75	75	75	75	2160	100		6	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0	297	0|60		
ÁộàỷắôểÂ	0	5	0	0			114				enemy236	0	0	0	0	0							361	0|20	361	0|20	362	0|20	362	0|20		\script\npclevelscript\qianbaoku.lua	100	0	0	30000	100	0	0	800000	0|400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|90	0|80	0|85	0|85	0|95	75	75	75	75	75	1080	100		3	0|864	0|0	0|0	0|0	0|0	0|0	0|0	0|1000	0|0	0|0	146	0|20	297	0|60		
ốẫàỷắôểÂ	0	5	0	0			114				enemy234	0	0	0	0	0							324	0|62	324	0|62	40	0|30	40	0|30		\script\npclevelscript\qianbaoku.lua	100	0	0	30000	100	0	0	800000	0|400	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|75	0|70	0|70	0|90	0|85	75	75	75	75	75	1080	100		3	0|250	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	146	0|20	297	0|60		
ÃễàỷắôểÂ	0	5	0	0			114				enemy238	0	0	0	0	0							336	0|20	336	0|20	337	0|30	337	0|30		\script\npclevelscript\qianbaoku.lua	100	0	0	30000	100	0	0	800000	0|400	100	0	0	2800	100	0	0	1600	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|85	0|75	0|70	0|80	0|85	75	75	75	75	75	1080	100		3	0|32	0|400	0|0	0|0	0|385	0|800	0|0	0|0	0|0	0|0	86	0|20	297	0|60		
àặàỷ	0	5	0	24							enemy242	0	0	0	0	0							1216	0|20	328	0|20	328	0|30	380	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	8000000	0|1000	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	12	12	12	12	1800	100	600	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	120		3	0|1000	0|1000	0|0	0|1500	0|500	0|1500	0|0	0|1000	0|0	0|1500	539	0|20	297	0|60		
ìẽè´Äắ	3	6	2	0							passerby313	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						100		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵưẹú´úàÁ	0	5	0	0			114				enemy005	0	0	0	0	0	40	39	33	12	24	15	424	0|10	425	0|10	426	0|10	424	0|10		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	30000	0|0	100	0	0	1000	100	0	0	600	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1620	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|30	547	0|60		
ãùằăấữ	3	6	0								passerby330	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ặỡÂẵẩấ	3	6	0								passerby072_2	0	0	0	0	0	34	45																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ãõ²ấÁồ	3	6	0								passerby154	0	0	0	0	0	26	37																																												400		700																						100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẻÀ±Ă	3	6	0								passerby359	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẩậãã	0	5	0	0			114				enemy129	0	0	0	0	0	40	39	33	12	24	15	1001	0|20	1173	0|20	1173	0|20	1173	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	100000	0|0	100	0	0	1000	100	0	0	600	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1620	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|30	547	0|60		
ẩậããấìÁỡ	0	5	0	0			132				enemy023	0	0	0	0	0	36	36	20	11	10	10	323	0|35	323	0|35	40	0|30	40	0|30		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|4400	100	0	0	6000	100	0	0	2000	100	0	0	0	100	0	0	0	15	15	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	0	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	539	0|20	297	0|60		
Âèậđàắ	3	6	2	0							passerby256	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ằặậđàắ	3	6	2	0							passerby257	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ấÂẳỵìĩạĩ	3	6	0								passerby102	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Mộc nhân	3	6	2	0								0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ụếáỗ	3	6	0								passerby014	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẹỗẽ¯	3	6	0								passerby255	0	0	0	0	0	34	36																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
°ìĩặ	3	6	2	0							passerby222	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																						60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Äôấ¯Àẽẩậ	3	6	0								passerby099	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
èỡấàấễÁãấạếò	0	5	0	0			131				enemy072	0	0	0	0	0	37	38	20	11	10	10	1161	0|20	1161	0|20	1161	0|20	1161	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	10	12	12	4000	100	4000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100		3	0|650	0|0	0|0	0|0	0|0	0|0	0|0	0|3200	0|0	0|0	86	0|20	297	0|60		
èỡố¯ấễÁãấạếò	0	5	0	0			131				enemy105	0	0	0	0	0	37	38	20	11	10	10	1157	0|20	1157	0|20	1157	0|20	1157	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	8	10	10	4000	100	4000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100		3	0|1500	0|0	0|0	0|0	0|0	0|0	0|0	0|1200	0|0	0|0	86	0|20	297	0|60		
èỡỗỏấễÁãấạếò	0	5	0	0			131				boss070	0	0	0	0	0	37	38	20	11	10	10	1154	0|20	1154	0|20	1154	0|20	1154	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	8	10	10	4000	100	4000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100		3	0|650	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	86	0|20	297	0|60		
èỡẩăấễÁãấạếò	0	5	0	0			131				boss070	0	0	0	0	0	37	38	20	11	10	10	1155	0|20	1155	0|20	1155	0|20	1155	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	6	6	6	4000	100	4000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100		3	0|650	0|0	0|0	0|0	0|0	0|4000	0|0	0|0	0|0	0|0	86	0|20	297	0|60		
ểủºõấễÁãấạếò	0	5	0	0			131				boss072	0	0	0	0	0	37	38	20	11	10	10	1167	0|20	1167	0|20	1167	0|20	1167	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	6	6	6	4000	100	4000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100		3	0|1000	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|2000	86	0|20	297	0|60		
¿êẹụấễÁãấạếò	0	5	0	0			131				boss063	0	0	0	0	0	28	30	28	11	16	13	1158	0|20	1158	0|20	1158	0|20	1158	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	4	4	4	4000	100	4000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100		3	0|1800	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	86	0|20	297	0|60		
ềĂạõấễÁãấạếò	0	5	0	0			131				boss012	0	0	0	0	0	37	38	20	11	10	10	357	0|20	357	0|20	357	0|20	357	0|20		\script\npclevelscript\makeboss.lua	100	0	0	800000	100	0	0	12000000	0|1400	100	0	0	2000	100	0	0	1600	100	0	0	0	100	0	0	0	12	4	4	4	4000	100	4000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1440	100		3	0|650	0|0	0|0	0|0	0|0	0|0	0|0	0|6000	0|0	0|0	86	0|20	297	0|60		
ảôểờ²í	3	6	2	0							obj_herb_002	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ắế³Ô²í	3	6	2	0							obj_herb_001	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ệÙÄỏºÊèÄ	3	6	2	0							obj_herb_003	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẽỵ³ẵằă	3	6	2	0							obj_herb_004	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẽÄầàÁô	3	6	2	0							obj_herb_001	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ểủấ¯ằă	3	6	2	0							obj_herb_002	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÄÂàỷằă	3	6	2	0							obj_herb_003	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
éĂằỡằỡ	0	5	0	0			244				enemy135	0	0	0	0	0	36	36	38	11	18	14	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\dragonboat_range1.lua	100	0	0	0	100	12000	0	0	0|0	100	0	20	0	100	0.1	2.5	10	100	0.07	2.5	10	100	0.1	2.5	10	6	6	24	24	500	50	800	1	50	25	25	25	25	30	50	0	0	0|100	0|100	0|100	0|100	0|100	75	75	75	75	75	1	100		9	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẻọÁệÃậệữ	3	6	2	0							passerby363	0	0	0	0	0																	150																																																					156														0|0		0|0		
ẻọÁệÃậệữàủẽủ	3	6	2	0							passerby364	0	0	0	0	0																	150																																																					320														0|0		0|0		
ÃÅÅẫặớáÊẽóÂ¯	3	6	0								passerby325	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵưºỵảủãậ	0	5	0	0			114				enemy129	0	0	0	0	0	40	39	33	12	24	15	1001	0|20	1173	0|20	1173	0|20	1173	0|20		\script\npclevelscript\makeboss.lua	0	0	0	0	100	0	0	100000	0|0	100	0	0	1000	100	0	0	600	100	0	0	0	100	0	0	0	6	12	18	18	700	50	800	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1620	100		18	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	16	0|30	547	0|60		
ễặẵÊặò	0	5	3	24							boss088	0	0	0	0	0	24	27	21	10	24	12	1132	0|50	1143	0|50	1142	0|50	1135	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	120000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|20	297	0|60		
ếễẫèÂẵ	0	5	3	24							boss089	0	0	0	0	0	24	27	21	10	24	12	1132	0|50	1143	0|50	1142	0|50	1135	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	120000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|20	297	0|60		
ÁừÁôẻồ	0	5	3	24							boss090	0	0	0	0	0	24	27	21	10	24	12	1132	0|50	1143	0|50	1142	0|50	1135	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	120000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|20	297	0|60		
ếÅểũậÁ	0	5	3	24							boss091	0	0	0	0	0	24	27	21	10	24	12	1132	0|50	1143	0|50	1142	0|50	1135	0|20		\script\npclevelscript\makeboss.lua	100	0	0	0	100	0	0	120000000	0|3800	100	0	0	5000	100	0	0	1200	100	0	0	0	100	0	0	0	18	18	12	12	1800	100	2000	1	50	25	25	25	25	30	50	0	0	0|243	0|243	0|243	0|243	0|243	95	95	95	95	95	1080	100		3	0|500	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	983	0|20	297	0|60		
ÅÊÀẫ	3	6	0								passerby175	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÅÊÀẫàÄÅÊ	3	6	2	0							boss081	0	0	0	0	0																	150																																																					100														0|0		0|0		
ệ¯ÅđàÄÍãẵớ	3	6	2	0							passerby354q	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÂÃÍ¯éÂ	3	6	0								passerby007	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ểìéĂèỡÂằấữ	3	6	0								passerby313	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẫỳ³ÔèỡÂằấữ	3	6	0								passerby314	0	0	0	0	0	47	33																																												400		700													0|0									150		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
³Ô³ẫàÄèỡÂằấữ	3	6	2								passerby329	0	0	0	0	0	47	33																																												400		700													0|0									200		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ìðấƯấạếò	3	6	0								passerby059	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ổẽảð	3	6	0								passerby_henge_a	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵừạơàặ	3	6	0								npc050111010	0	0	0	0	0	47	33																																												400		700													0|0									150		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ễÂ±ý	3	6	0								passerby294	0	0	0	0	0	34	36																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ễẵÄẽéĂÂú	3	6	2	0							passerby361	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ẵừạơàặẻÀ	0	5	0	1			43				boss069	0	0	0	0	0	28	28	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	3	60	30	60	40	60	10	0	0	10	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	810	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ổẽảð	3	6	0								passerby_henge_a	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ạỳầỡấạếò	3	6	0								passerby102	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ễÂ±ý	3	6	0								passerby294	0	0	0	0	0	34	36																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
éĂÂú	3	6	2	0							passerby361	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
ÙÁạỳ´úấạằÔẻÀ	0	5	0	1			43				boss069	0	0	0	0	0	28	28	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	3	60	30	60	40	60	10	0	0	10	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	810	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
VNằÔậÍẩẻẻủÂớ³à	0	5	0	1			43				enemy241	0	0	0	0	0	28	28	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	3	60	30	60	40	60	10	0	0	10	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	810	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
Ãàạồằă	3	6	2	0							passerby225	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
VNằÔậÍẩẻẻủÂớ³à	3	6	2	0							passerby321	0	0	0	0	0	1	1	1	1	1	1																																								800		1000																					180	60		12	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
²ẫằăễụ	0	5	0	1			43				enemy205	0	0	0	0	0	28	28	20	10	20	12	53	1|0	53	1|0	53	1|0	53	1|0		\script\npclevelscript\animal.lua	100	0	10	50	100	0.5	20	50	0|0.05	100	0.07	2.5	10	100	0.1	2.5	10	100	0	0	0	100	0	0	0	7	7	18	18	400	50	700	3	60	30	60	40	60	10	0	0	10	0|0	0|0.5	0|0.5	0|0.6	0|0.5	60	75	75	90	75	810	100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
³ứ´úãấ	3	6	0								passerby014	0	0	0	0	0	47	33																																												400		700													0|0									100		36	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0	0|0		0|0		0|0		
